Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
1611;PROVINCIA FRANCISCANA DA IMACULADA CONCEICAO DO BRASIL;62.340.203/0001-84;Privada sem fins lucrativos;2468;INSTITUTO TEOLÓGICO FRANCISCANO (ITF);ITF;Rua Coronel Veiga - 550 - s/c - CEP: 25655-151 - Centro;Petrópolis;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;4;2016;Ativa
519;ASSOBES ENSINO SUPERIOR S/S LTDA;01.711.282/0001-06;Privada com fins lucrativos;763;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO (IUESO);IUESO;Avenida T-2 - 1993 - s/c - CEP: 74215-010 - Setor Bueno;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
2384;REDE BRASILEIRA DE EDUCACAO A DISTANCIA S/C LTDA;03.885.697/0001-13;Privada com fins lucrativos;3775;INSTITUTO UVB.BR (IUVB);IUVB;Avenida Dr. Cardoso de Melo - 1.666 - Conjunto 81 - CEP: 04548-005 - Vila Olímpia;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;SC;2012;Ativa
3542;IPOG - INSTITUTO DE POS-GRADUACAO & GRADUACAO LTDA - EPP;04.688.977/0001-02;Privada com fins lucrativos;12916;IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO (IPOG);IPOG;Rua T - 55 - S/N - QD 96 LT 11 - CEP: 74215-170 - Setor Bueno;Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;3;2016;Ativa
408;FUNDACAO EDUCACIONAL COMUNITARIA DE S S PARAISO MG;24.903.999/0001-47;Privada sem fins lucrativos;5599;LIBERTAS - FACULDADES INTEGRADAS (LIBERTAS);LIBERTAS;Avenida Wenceslau Bras - 1018 - Pavimento Térreo e Pavimento Superior - CEP: 37950-000 - Lagoinha;São Sebastião do Paraíso;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
13331;INSTITUTO DE NOVA EDUCACAO LTDA - ME;09.524.663/0001-80;Privada com fins lucrativos;14313;NOVA FACULDADE (NF);NF;Avenida Cardeal Eugenio Pacelli - 1996 - s/c - CEP: 32217-970 - Cidade Industrial;Contagem;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;2;2016;Ativa
3580;ESCOLA PANAMERICANA DE ARTE SOCIEDADE SIMPLES LIMITADA;60.492.485/0003-71;Privada com fins lucrativos;13724;PANAMERICANA FACULDADE DE ARTE E DESIGN;-;Avenida Angélica - 1900 - s/c - CEP: 01434-000 - Higienópolis;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;5;2009;-;;-;;Ativa
15906;INSTITUTO PASSO 1 DE ENSINO PESQUISA E LAZER LTDA - EPP;07.971.577/0001-90;Privada com fins lucrativos;18036;Passo 1 (PASSO 1);PASSO 1;Avenida Fernando Vilela - 2030 - - de 1263/1264 a 2398/2399 - CEP: 38400-458 - Oswaldo Rezende;Uberlândia;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
19;SOCIEDADE CAMPINEIRA DE EDUCACAO E INSTRUCAO;46.020.301/0001-88;Privada sem fins lucrativos;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS (PUC-CAMPINAS);PUC-CAMPINAS;Rodovia Dom Pedro I - Km 136 - Prédio da Reitoria - CEP: 13086-900 - Parque das Universidades;Campinas;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;-;;3;2016;Ativa
366;SOCIEDADE GOIANA DE CULTURA;01.587.609/0001-71;Privada sem fins lucrativos;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS);PUC GOIÁS;AVENIDA UNIVERSITÁRIA - 1440 - CAIXA POSTAL 86 - CEP: 74605-010 - SETOR UNIVERSITÁRIO;Goiânia;GO;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;4;2013;3;2016;Ativa
236;SOCIEDADE MINEIRA DE CULTURA;17.178.195/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS);PUC MINAS;Avenida Dom José Gaspar - 500 - s/c - CEP: 30535-901 - Coração Eucarístico;Belo Horizonte;MG;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;-;;4;2016;Ativa
378;FUNDACAO SAO PAULO;60.990.751/0001-24;Privada sem fins lucrativos;546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUCSP);PUCSP;Rua Monte Alegre - 984 - São Paulo - SEDE - Campus Monte Alegre - CEP: 05014-901 - Perdizes;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;5;2016;4;2016;Ativa
10;ASSOCIACAO PARANAENSE DE CULTURA - APC;76.659.820/0001-51;Privada sem fins lucrativos;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ (PUCPR);PUCPR;Rua Imaculada Conceição - 1155 - s/c - CEP: 80215-901 - Prado Velho;Curitiba;PR;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;5;2009;-;;4;2016;Ativa
367;FACULDADES CATOLICAS;33.555.921/0001-70;Privada sem fins lucrativos;528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO (PUC-RIO);PUC-RIO;Rua Marques São Vicente - 225 - s/c - CEP: 22453-900 - Gávea;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;5;2009;4;2013;4;2016;Ativa
21;UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA;88.630.413/0001-09;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUCRS);PUCRS;Av. Ipiranga - 6681 - s/c - CEP: 90619-900 - Partenon;Porto Alegre;RS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;4;2016;Ativa
1431;CENTRO DE ENSINO SUPERIOR RATIO LTDA - EPP;03.529.230/0001-30;Privada com fins lucrativos;2180;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA (RATIO);RATIO;Avenida Visconde do Rio Branco - 2.801 - s/c - CEP: 60055-171 - Joaquim Távora;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;3;2016;Ativa
2794;INSTITUICAO ADVENTISTA NORDESTE BRASILEIRA DE EDUCACAO E ASSISTENCIA SOCIAL;07.114.699/0001-60;Privada sem fins lucrativos;2001;SEMINÁRIO ADVENTISTA LATINO-AMERICANO DE TEOLOGIA (SALT);SALT;Rua Principal - s/n - SALT IAENE - BR 101, KM 197 - CEP: 44300-000 - Povoado de Capoeiruçu;Cachoeira;BA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2013;-;;3;2016;Ativa
1314;COMUNIDADE BIBLICA SINAL;04.143.659/0001-58;Privada sem fins lucrativos;3675;SINAL - FACULDADE DE TEOLOGIA E FILOSOFIA (SINAL);SINAL;Av. Francisco Pinheiro de Moraes - 793 - s/c - CEP: 69908-820 - Loteamento Santo Afonso;Rio Branco;AC;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;2;2016;Ativa
16148;SOBERANA FACULDADE DE SAUDE DE PETROLINA LTDA - EPP;19.265.047/0001-05;Privada com fins lucrativos;18896;Soberana Faculdade de Saúde de Petrolina (SOBERANA);SOBERANA;Avenida Coronel Antônio Honorato Viana - s/n - s/c - CEP: 56308-000 - Gercino Coelho;Petrolina;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
14217;SOCIEDADE BRASILEIRA PARA O ENSINO E PESQUISA LTDA - ME;05.067.943/0001-55;Privada com fins lucrativos;15894;SOBRESP - Faculdade de Ciências da Saúde (SOBRESP);SOBRESP;Rua Appel - 520 - s/c - CEP: 97015-030 - Centro;Santa Maria;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;-;;Ativa
873;FACULDADE TREVISAN LTDA;03.195.861/0001-60;Privada com fins lucrativos;1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS (TREVISAN);TREVISAN;Avenida Tiradentes - 998 - - lado par - CEP: 01102-000 - Luz;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2018;-;;4;2016;Ativa
873;FACULDADE TREVISAN LTDA;03.195.861/0001-60;Privada com fins lucrativos;13811;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS;-;Rua Primeiro de Março - 33 - 9º, 10º e 11º andares - CEP: 20010-000 - Centro;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;4;2016;Ativa
873;FACULDADE TREVISAN LTDA;03.195.861/0001-60;Privada com fins lucrativos;14878;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS- (TEN);TEN;Rua Padre Guedes - 695 - s/c - CEP: 13580-000 - Centro;Ribeirão Bonito;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18642;UNAMA FACULDADE DA AMAZÔNIA DE ANANINDEUA;-;Travessa We-31 - 55 - (Cj Cidade Nova V) - até 1262 - lado par - CEP: 67133-102 - Cidade Nova;Ananindeua;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18651;Unama Faculdade da Amazônia de Boa Vista (UNAMA);UNAMA;Av. Ville Roy - 1672 - s/c - CEP: 69307-725 - Caçari;Boa Vista;RR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18672;Unama Faculdade da Amazônia de Macapá;-;Avenida Antônio Coelho de Carvalho - 1811 - s/c - CEP: 68900-015 - Central;Macapá;AP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;-;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18676;Unama Faculdade da Amazônia de Palmas (UNAMA PALMAS);UNAMA PALMAS;Rua NS 2 - Lote 09 - Quadra 1002 Sul - CEP: 77023-488 - Plano Diretor Sul;Palmas;TO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;18650;UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO (FMN RIO BRANCO);FMN RIO BRANCO;Rua Rubens Carneiro - 536 - s/c - CEP: 69918-044 - Abrão Alab;Rio Branco;AC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
16468;UNETRI - UNIAO DE ENSINO DA TRIFRONTEIRA LTDA - ME;21.614.205/0001-37;Privada com fins lucrativos;20667;UNETRI FACULDADES (UNETRI);UNETRI;BR 163, KM 01 - s/n - s/c - CEP: 85700-000 - Industrial;Barracão;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;-;;Ativa
555;ASSOCIACAO EDUCACIONAL DE ENSINO SUPERIOR;56.569.197/0001-39;Privada sem fins lucrativos;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS (UNILAGO);UNILAGO;Rua Eduardo Nielsen - 960 - s/c - CEP: 15030-070 - Jardim Aeroporto;São José do Rio Preto;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;3;2016;3;2016;Ativa
16430;M C FELICIANO CONSTRUCOES EIRELI;13.845.395/0001-75;Privada com fins lucrativos;20561;União de Ensino Superior de Saúde e Tecnologia de Planaltina;-;Avenida Gomes Rabelo - lote 09 - (Quadras 11,11A,14,15,19 e 20) - CEP: 73330-015 - Setor Tradicional (Planaltina);Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
281;FUNDACAO DE ENSINO SUPERIOR DE OLINDA;08.905.382/0001-04;Privada sem fins lucrativos;1034;UNIÃO DE ESCOLAS SUPERIORES DA FUNESO (UNESF);UNESF;CAMPUS UNIVERSITÁRIO DA FUNESO - S/N - s/c - CEP: 53060-770 - JARDIM FRAGOSO;Olinda;PE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;2;2016;Ativa
1338;ULT UNIAO LATINO AMERICANA DE TECNOLOGIA SS LTDA - EPP;04.156.193/0001-25;Privada com fins lucrativos;2035;UNIÃO LATINO-AMERICANA DE TECNOLOGIA (ULT);ULT;Rua Santa Catarina - 04 - s/c - CEP: 84200-000 - Centro;Jaguariaíva;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;3;2013;3;2016;Ativa
1240;COLEGIO DOM BOSCO LTDA;41.478.561/0001-88;Privada com fins lucrativos;1885;UNIDADE DE ENSINO SUPERIOR DOM BOSCO (UNDB);UNDB;Avenida Colares Moreira - 443 - Dom Bosco - CEP: 65075-970 - Renascença;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2018;-;;3;2016;Ativa
1155;ASSOCIACAO EXPOENTE DE ENSINO SUPERIOR;03.848.950/0001-69;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1750;UNIDADE DE ENSINO SUPERIOR EXPOENTE (UNIEXP);UNIEXP;Rua Carlos de Campos - 1090 - s/c - CEP: 82560-430 - Boa Vista;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;3;2016;Ativa
14626;FUNDACAO UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - FUNIARP;82.798.828/0001-00;Privada sem fins lucrativos;15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE (UNIARP);UNIARP;Rua Victor Baptista Adami - 800 - s/c - CEP: 89500-000 - Centro;Caçador;SC;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2016;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;671;UNIVERSIDADE ANHANGUERA (UNIDERP);UNIDERP;Rua Ceará - 333 - s/c - CEP: 79003-010 - Miguel Couto;Campo Grande;MS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2009;-;;3;2016;Ativa
16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO (UNIAN - SP);UNIAN - SP;Rua Afonso Celso - 235 - s/c - CEP: 04119-901 - Vila Mariana;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
321;ISCP - SOCIEDADE EDUCACIONAL LTDA.;62.596.408/0001-25;Privada com fins lucrativos;466;UNIVERSIDADE ANHEMBI MORUMBI (UAM);UAM;Rua Dr. Almeida Lima - 1124 e 1134 - Centro - CEP: 03164-000 - Brás;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;4;2016;Ativa
16878;UNIVERSIDADE BRASIL;09.099.207/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;319;UNIVERSIDADE BRASIL;-;Rua Carolina Fonseca - 584 - s/c - CEP: 08230-030 - ITAQUERA;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;-;;3;2016;Ativa
134;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO;33.646.001/0001-67;Privada sem fins lucrativos;1153;UNIVERSIDADE CÂNDIDO MENDES (UCAM);UCAM;Rua da Assembléia - 10 - Sala 4208 - CEP: 20011-901 - Centro;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2012;-;;3;2016;Ativa
129;CENTRO EDUCACIONAL DE REALENGO;42.265.413/0001-48;Privada sem fins lucrativos;176;UNIVERSIDADE CASTELO BRANCO (UCB);UCB;Avenida Santa Cruz - 1631 - s/c - CEP: 21710-250 - Realengo;Rio de Janeiro;RJ;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
278;UNIAO BRASILIENSE DE EDUCACAO E CULTURA;00.331.801/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA (UCB);UCB;QS 07, EPCT - LOTE 01 - Universidade Católica de Brasília - CEP: 71966-900 - Areal (Águas Claras);Brasília;DF;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;3;2013;3;2016;Ativa
18;SOCIEDADE PELOTENSE DE ASSISTENCIA E CULTURA(SPAC);92.238.914/0001-03;Privada sem fins lucrativos;18;UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL);UCPEL;Rua Félix da Cunha - 412 - s/c - CEP: 96010-000 - Centro;Pelotas;RS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;3;2016;Ativa
11;CENTRO DE EDUCACAO TECNICA E CULTURAL;10.847.705/0001-00;Privada sem fins lucrativos;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO (UNICAP);UNICAP;Rua do Príncipe - 526 - Campus Universitário-UNICAP - CEP: 50050-900 - Boa Vista;Recife;PE;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2009;5;2016;3;2016;Ativa
15046;ASSOCIACAO FACULDADES CATOLICAS PETROPOLITANAS;03.108.082/0001-80;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS (UCP);UCP;Rua Benjamin Constant - 213 - s/c - CEP: 25610-130 - Centro;Petrópolis;RJ;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;3;2010;3;2016;Ativa
165;SOCIEDADE VISCONDE DE S LEOPOLDO;58.191.008/0001-62;Privada sem fins lucrativos;227;UNIVERSIDADE CATÓLICA DE SANTOS (UNISANTOS);UNISANTOS;Avenida Conselheiro Nébias - 300 - s/c - CEP: 11015-002 - Vila Mathias;Santos;SP;Universidade;EAD - Lato-sensu / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;4;2016;Ativa
270;MISSAO SALESIANA DE MATO GROSSO;03.226.149/0001-81;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;387;UNIVERSIDADE CATÓLICA DOM BOSCO (UCDB);UCDB;Avenida Tamandaré - 6000 - s/c - CEP: 79117-900 - Jardim Seminário;Campo Grande;MS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;4;2013;3;2016;Ativa
360;ASSOCIACAO UNIVERSITARIA E CULTURAL DA BAHIA;13.970.322/0001-05;Privada sem fins lucrativos;519;UNIVERSIDADE CATÓLICA DO SALVADOR (UCSAL);UCSAL;Largo da Palma - s/n - Praça Ana Nery - CEP: 40040-170 - Nazaré;Salvador;BA;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;-;;3;2016;Ativa
290;SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO LTDA;43.395.177/0001-47;Privada com fins lucrativos;417;UNIVERSIDADE CIDADE DE SÃO PAULO (UNICID);UNICID;Rua Cesário Galero - 448/475 - 474 - CEP: 03071-000 - Tatuapé;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
2012;FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE;82.804.642/0001-08;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ (UNOCHAPECÓ);UNOCHAPECÓ;Avenida Senador Attílio Fontana - 591 - E - CEP: 89809-000 - EFAPI;Chapecó;SC;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;5;2017;-;;3;2016;Ativa
159;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;221;UNIVERSIDADE CRUZEIRO DO SUL (UNICSUL);UNICSUL;Avenida Doutor Ussiel Cirilo - 225 - Vila Jacuí - CEP: 08060-070 - São Miguel;São Paulo;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;5;2009;5;2010;3;2016;Ativa
266;UNIAO DE ENSINO SUPERIOR DO PARA;15.752.686/0001-44;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;383;UNIVERSIDADE DA AMAZÔNIA (UNAMA);UNAMA;Avenida Alcindo Cacela - 287 - Bloco C - Térreo - CEP: 66060-902 - Umarizal;Belém;PA;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2013;5;2017;3;2016;Ativa
16658;UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;12.397.930/0001-00;Pessoa Jurídica de Direito Público - Federal;15497;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB);UNILAB;Av. da Abolição - 03 - s/c - CEP: 62790-000 - Centro;Redenção;CE;Universidade;EAD - Superior / Presencial - Superior;Pública;Pública Federal;4;2017;-;;4;2016;Ativa
211;FUNDACAO ATTILA TABORDA;87.415.725/0001-29;Privada sem fins lucrativos;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA (URCAMP);URCAMP;Avenida Tupy Silveira - 2099 - Campus Sede da URCAMP - CEP: 96400-110 - Centro;Bagé;RS;Universidade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2016;Ativa
65;FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE;84.714.682/0001-94;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE (UNIVILLE);UNIVILLE;Rua Paulo Malschitzki - 10 - s/c - CEP: 89219-710 - Campus Universitário - Zona Industrial;Joinville;SC;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;-;;4;2017;3;2016;Ativa
88;ASSOCIACAO SAO BENTO DE ENSINO;43.969.732/0001-05;Privada sem fins lucrativos;124;UNIVERSIDADE DE ARARAQUARA (UNIARA);UNIARA;Rua Voluntários da Pátria - 1309 - s/c - CEP: 14801-320 - Centro;Araraquara;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;3;2013;3;2016;Ativa
2;FUNDACAO UNIVERSIDADE DE BRASILIA;00.038.174/0001-43;Pessoa Jurídica de Direito Público - Federal;2;UNIVERSIDADE DE BRASÍLIA (UNB);UNB;Campus Universitário Darcy Ribeiro - s/n - s/c - CEP: 70910-900 - Asa Norte;Brasília;DF;Universidade;EAD - Superior / Presencial - Superior;Pública;Pública Federal;-;;-;;5;2016;Ativa
13;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;88.648.761/0001-03;Privada sem fins lucrativos;13;UNIVERSIDADE DE CAXIAS DO SUL (UCS);UCS;Rua Francisco Getúlio Vargas - 1130 - Bloco A - CEP: 95070-560 - Petrópolis;Caxias do Sul;RS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2014;4;2013;3;2016;Ativa
311;FUNDACAO UNIVERSIDADE DE CRUZ ALTA;92.928.845/0001-60;Privada sem fins lucrativos;446;UNIVERSIDADE DE CRUZ ALTA (UNICRUZ);UNICRUZ;Rua Andrade Neves - 308 - s/c - CEP: 98025-810 - Centro;Cruz Alta;RS;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
533;IUNI UNIC EDUCACIONAL LTDA;33.005.265/0001-31;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;780;UNIVERSIDADE DE CUIABÁ (UNIC/UNIME);UNIC/UNIME;Avenida Manoel José de Arruda - 3100 - UNIC - Universidade de Cuiabá - CEP: 78065-900 - Jardim Europa;Cuiabá;MT;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
386;FUNDACAO EDSON QUEIROZ;07.373.434/0001-86;Privada sem fins lucrativos;555;UNIVERSIDADE DE FORTALEZA (UNIFOR);UNIFOR;Avenida Washington Soares - 1321 - s/c - CEP: 60811-905 - Edson Queiroz;Fortaleza;CE;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2012;-;;3;2016;Ativa
342;ACEF S/A.;46.722.831/0001-78;Privada com fins lucrativos;496;UNIVERSIDADE DE FRANCA (UNIFRAN);UNIFRAN;Avenida Doutor Armando Sales Oliveira - 201 - s/c - CEP: 14404-600 - Parque Universitário;Franca;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2009;-;;3;2016;Ativa
227;FUNDACAO UNIVERSIDADE DE ITAUNA;21.256.425/0001-36;Privada sem fins lucrativos;1128;UNIVERSIDADE DE ITAÚNA (UI);UI;Rodovia Mg 431 Km 45 - s/n - s/c - CEP: 35680-142 - Campus Verde;Itaúna;MG;Universidade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
292;ASSOCIACAO DE ENSINO DE MARILIA LTDA;44.474.898/0001-05;Privada com fins lucrativos;420;UNIVERSIDADE DE MARÍLIA (UNIMAR);UNIMAR;Avenida Higyno Muzzi Filho - 1.001 - Bloco I - CEP: 17525-902 - Campus Universitario;Marília;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;4;2016;Ativa
362;ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA;52.562.758/0001-17;Privada com fins lucrativos;521;UNIVERSIDADE DE MOGI DAS CRUZES (UMC);UMC;Avenida Doutor Cândido Xavier de Almeida Souza - 200 - Campus Universitário - CEP: 08780-911 - Centro Cívico;Mogi das Cruzes;SP;Universidade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;4;2017;3;2016;Ativa
